post_uri,reply_uri,reply_author,reply_text,reply_createdAt
at://did:plc:4npqecmlv23jk6va7wvetwcb/app.bsky.feed.post/3lfztpsjsps2k,at://did:plc:pgxrwwni3tbto2bzxuh465ga/app.bsky.feed.post/3lfztrwpm422c,did:plc:pgxrwwni3tbto2bzxuh465ga,Sure he did other things but he still signed more drilling contracts in his first year than Trump did in all four of his and it’s very weird that you’re defending it.,2025-01-18T17:34:17.513Z
at://did:plc:nstaj6lkjbq2mraqegnfhf6b/app.bsky.feed.post/3lfzmceyjuc2t,at://did:plc:nstaj6lkjbq2mraqegnfhf6b/app.bsky.feed.post/3lfzmcf4pnk2t,did:plc:nstaj6lkjbq2mraqegnfhf6b,and appear to have no urgency to change things from that strategy.,2025-01-18T15:20:19.422Z
at://did:plc:bywsttdtagp4dwdbbwiajoaz/app.bsky.feed.post/3lfzjpen3j22x,at://did:plc:oy2vgh3wwvwio7b3igvvjyas/app.bsky.feed.post/3lfzk5lohes2m,did:plc:oy2vgh3wwvwio7b3igvvjyas,"thats even worse that you dont know, you know. right? im can't - youre a waste of space. bye",2025-01-18T14:41:51.176Z
at://did:plc:oy2vgh3wwvwio7b3igvvjyas/app.bsky.feed.post/3lfzjodb4pc2m,at://did:plc:bywsttdtagp4dwdbbwiajoaz/app.bsky.feed.post/3lfzjpen3j22x,did:plc:bywsttdtagp4dwdbbwiajoaz,"i have no clue who jill stein is besides she ran for presidency or somn.

you're grasping at so many straws, man.",2025-01-18T14:33:54.029Z
at://did:plc:5aptxamxudpuu7z5mpzp57qu/app.bsky.feed.post/3lfzidmavbk2p,at://did:plc:mni6xsmesfjpd67kltkkb2cv/app.bsky.feed.post/3lfzurfwxgc2s,did:plc:mni6xsmesfjpd67kltkkb2cv,Ging dat erover dat Stein uit de race moest stappen? In een tweepartijenstelsel vind ik dat geen onbegrijpelijkelijke afweging namelijk. Stein was kansloos maar snoepte wel Democratische stemmenn weg.,2025-01-18T17:51:53.669Z
at://did:plc:5ywkm24jixolfukttcpasdzc/app.bsky.feed.post/3lfzhz2hb322v,at://did:plc:rbinudgz3c6zwibc3sikcn6e/app.bsky.feed.post/3lfzmkxifts27,did:plc:rbinudgz3c6zwibc3sikcn6e,Harris received 7 million fewer votes than Biden. You're trying to scapegoat leftists for Democrats' problems.,2025-01-18T15:25:07.252Z
at://did:plc:5ywkm24jixolfukttcpasdzc/app.bsky.feed.post/3lfzhz2hb322v,at://did:plc:kxq5zhfms6wndtx7xck4llrr/app.bsky.feed.post/3lfznkvtzb22g,did:plc:kxq5zhfms6wndtx7xck4llrr,Literally why would you do this. God grow up,2025-01-18T15:42:59.277Z
at://did:plc:5ywkm24jixolfukttcpasdzc/app.bsky.feed.post/3lfzhz2hb322v,at://did:plc:eyz35k3qwuysu55wghravyan/app.bsky.feed.post/3lfzk3cy22s2h,did:plc:eyz35k3qwuysu55wghravyan,Neither will the Democrats so there’s that uncomfortable truth.,2025-01-18T14:40:34.943Z
at://did:plc:fvzkql2aqtbk7qmqjkoo2lv2/app.bsky.feed.post/3lfzfjupjcs2q,at://did:plc:sb7qcw7iajf65kh5jhhybv6z/app.bsky.feed.post/3lfziyem56c23,did:plc:sb7qcw7iajf65kh5jhhybv6z,Ping,2025-01-18T14:21:02.245Z
at://did:plc:fvzkql2aqtbk7qmqjkoo2lv2/app.bsky.feed.post/3lfzfjupjcs2q,at://did:plc:ptop7qkvibpugyp4n3cwgbgz/app.bsky.feed.post/3lfzgefamq22y,did:plc:ptop7qkvibpugyp4n3cwgbgz,They've learned nothing and will repeat the same mistakes the next election cycle.,2025-01-18T13:34:04.344Z
at://did:plc:fvzkql2aqtbk7qmqjkoo2lv2/app.bsky.feed.post/3lfzfjupjcs2q,at://did:plc:ooexm7byy4qzjshhn564i3fv/app.bsky.feed.post/3lga7jcr3tk26,did:plc:ooexm7byy4qzjshhn564i3fv,Im soooo tired of the liberal infighting. We can’t reach true solidarity until our communities find a way to deconstruct this socialized ‘us vs them’ mentality but we’re not ready to have that conversation yet,2025-01-21T06:20:11.487Z
at://did:plc:fvzkql2aqtbk7qmqjkoo2lv2/app.bsky.feed.post/3lfzfjupjcs2q,at://did:plc:nceirhke47oyt7lzjzz2fpjj/app.bsky.feed.post/3lfzwrhnroc2z,did:plc:nceirhke47oyt7lzjzz2fpjj,"I'm gonna go to sleep and wake up when internet activists finally get bored of arguing over the correct names for each individual gradient of ""left-of-center"" political ideology and who is and is not allowed in each one because 4 years of this will break me.",2025-01-18T18:27:42.949Z
at://did:plc:fvzkql2aqtbk7qmqjkoo2lv2/app.bsky.feed.post/3lfzfjupjcs2q,at://did:plc:m57bcfu73bh3ff7ykeadjtxq/app.bsky.feed.post/3lfzhaboef22d,did:plc:m57bcfu73bh3ff7ykeadjtxq,"please if you can share one of my posts for my family who suffering from both sides war and weather 
It could make a huge difference for them 🙏 🫂",2025-01-18T13:49:40.125Z
at://did:plc:fvzkql2aqtbk7qmqjkoo2lv2/app.bsky.feed.post/3lfzfjupjcs2q,at://did:plc:iafgd7pu7iftkqbrdha6bb7v/app.bsky.feed.post/3lg35jrexyk2i,did:plc:iafgd7pu7iftkqbrdha6bb7v,Their refusal to learn is intentional at this point.,2025-01-19T06:01:20.643Z
at://did:plc:fvzkql2aqtbk7qmqjkoo2lv2/app.bsky.feed.post/3lfzfjupjcs2q,at://did:plc:eyz35k3qwuysu55wghravyan/app.bsky.feed.post/3lfzk2cit6k2h,did:plc:eyz35k3qwuysu55wghravyan,"“Blue no matter who” is how we get the likes of Manchin, Fetterman and Sinema. I don’t vote for centrists or conservatives regardless of letter next to their name.",2025-01-18T14:40:00.891Z
at://did:plc:fvzkql2aqtbk7qmqjkoo2lv2/app.bsky.feed.post/3lfzfjupjcs2q,at://did:plc:5ywkm24jixolfukttcpasdzc/app.bsky.feed.post/3lfzhz2hb322v,did:plc:5ywkm24jixolfukttcpasdzc,Jill Stein didn’t save you,2025-01-18T14:03:31.411Z
at://did:plc:cr6hizcpodjg6bexcyncyr2y/app.bsky.feed.post/3lfzeyr5uwk2o,at://did:plc:untehckw7zfxotntwflrwz2v/app.bsky.feed.post/3lfzhp2duyc24,did:plc:untehckw7zfxotntwflrwz2v,"Republicans voting Green, now there’s an oxymoron…",2025-01-18T13:57:55.758Z
at://did:plc:cr6hizcpodjg6bexcyncyr2y/app.bsky.feed.post/3lfzeyr5uwk2o,at://did:plc:rrurkjcxyhvgxn7hmvy5y7ae/app.bsky.feed.post/3lfzp52pp3s2w,did:plc:rrurkjcxyhvgxn7hmvy5y7ae,☹️,2025-01-18T16:11:02.099Z
at://did:plc:cr6hizcpodjg6bexcyncyr2y/app.bsky.feed.post/3lfzeyr5uwk2o,at://did:plc:rkcop5w424si65mqe2qv4bkz/app.bsky.feed.post/3lfzjdrhrc22u,did:plc:rkcop5w424si65mqe2qv4bkz,"VERY stupid.
You should show these pictures to them. Then maybe give them a big, ol' 🖕 from all of us...",2025-01-18T14:27:24.819Z
at://did:plc:cr6hizcpodjg6bexcyncyr2y/app.bsky.feed.post/3lfzeyr5uwk2o,at://did:plc:oeok36noqmqy7luvvokjle5r/app.bsky.feed.post/3lfzfexvdbs2m,did:plc:oeok36noqmqy7luvvokjle5r,"That's why I encouraged Sarah, gently, because a third-party vote -- or an uncast vote -- were a gift to 🍊👹",2025-01-18T13:16:30.154Z
at://did:plc:cr6hizcpodjg6bexcyncyr2y/app.bsky.feed.post/3lfzeyr5uwk2o,at://did:plc:cjde6nlqddwzigqocmpxaqjk/app.bsky.feed.post/3lfzzcngpnk2y,did:plc:cjde6nlqddwzigqocmpxaqjk,"But she is a criminal, just never convicted.",2025-01-18T19:13:06.919Z
at://did:plc:t3ndeomrh2eacdfqhdmvt3sp/app.bsky.feed.post/3lfyuh7han22i,at://did:plc:yuh3cenegmsrjj4c33s6b6rc/app.bsky.feed.post/3lfzwqcghm225,did:plc:yuh3cenegmsrjj4c33s6b6rc,"She is back under her rock, she’ll resurface in four years",2025-01-18T18:27:03.913Z
at://did:plc:t3ndeomrh2eacdfqhdmvt3sp/app.bsky.feed.post/3lfyuh7han22i,at://did:plc:uuy7uk5pppfchd25bd622oc7/app.bsky.feed.post/3lfyx22aop22j,did:plc:uuy7uk5pppfchd25bd622oc7,Republicans are scumbags. 💯,2025-01-18T08:59:51.140Z
at://did:plc:t3ndeomrh2eacdfqhdmvt3sp/app.bsky.feed.post/3lfyuh7han22i,at://did:plc:nvlrthqzfm7z4ngksrnowylb/app.bsky.feed.post/3lfz2daiqos2z,did:plc:nvlrthqzfm7z4ngksrnowylb,"She has basically fucked off until like 2028 or 2032, she only seems to run when a democrat is in the house, since she also ran in 2012 and 2016.",2025-01-18T09:58:40.911Z
at://did:plc:t3ndeomrh2eacdfqhdmvt3sp/app.bsky.feed.post/3lfyuh7han22i,at://did:plc:lrut5abqcils5dhta5wp3aa3/app.bsky.feed.post/3lfzfusimys25,did:plc:lrut5abqcils5dhta5wp3aa3,"Jill Stein is a shitty Electoral College groundhog. She emerges every 4 years, republicans and ultra far leftists celebrate her, and then she disappears until the next election when she’ll once again become a problem for democrats.",2025-01-18T13:25:21.368Z
at://did:plc:t3ndeomrh2eacdfqhdmvt3sp/app.bsky.feed.post/3lfyuh7han22i,at://did:plc:kxzwijx5pq7ek73izye3c6jj/app.bsky.feed.post/3lfzgkub26c2l,did:plc:kxzwijx5pq7ek73izye3c6jj,That's was impossible 😥❤️,2025-01-18T13:37:41.413Z
at://did:plc:t3ndeomrh2eacdfqhdmvt3sp/app.bsky.feed.post/3lfyuh7han22i,at://did:plc:jki2opfqtx2p3vhdd3oh4wk3/app.bsky.feed.post/3lg76pakats2y,did:plc:jki2opfqtx2p3vhdd3oh4wk3,I had to check her social media to see if she was still active that’s how much I’ve heard of her since then. She needs to stay irrelevant.,2025-01-20T20:32:57.010Z
at://did:plc:t3ndeomrh2eacdfqhdmvt3sp/app.bsky.feed.post/3lfyuh7han22i,at://did:plc:iepohozrz4r4jxdqgqvhyf65/app.bsky.feed.post/3lfznzpih4k2m,did:plc:iepohozrz4r4jxdqgqvhyf65,She had to crawl back into her coffin cause she used too much energy from her horcrux. She'll reamerge in 2028,2025-01-18T15:51:15.923Z
at://did:plc:t3ndeomrh2eacdfqhdmvt3sp/app.bsky.feed.post/3lfyuh7han22i,at://did:plc:hqwdqpennflhcibsrnnxbtwx/app.bsky.feed.post/3lfywcwzgwc2x,did:plc:hqwdqpennflhcibsrnnxbtwx,There are many loud voices that were more critical of Dems than Trump that have since disappeared since election day. 🙄,2025-01-18T08:46:56.005Z
at://did:plc:t3ndeomrh2eacdfqhdmvt3sp/app.bsky.feed.post/3lfyuh7han22i,at://did:plc:7ngkxkyyacgyfowngjx3u4up/app.bsky.feed.post/3lfzp2td7lc2z,did:plc:7ngkxkyyacgyfowngjx3u4up,Or consider that she gave the Democrats evidence of the general abhorrence of genocide and they chose to stick with paying for crimes against humanity. The numbers are out. She lost swing states because of genocide. That's on the Democrats.,2025-01-18T16:09:47.241Z
at://did:plc:t3ndeomrh2eacdfqhdmvt3sp/app.bsky.feed.post/3lfyuh7han22i,at://did:plc:245hv3ngq7kslvug6xawx2vf/app.bsky.feed.post/3lfzla6fyas24,did:plc:245hv3ngq7kslvug6xawx2vf,"That mummy rises from its tomb every 4 years to disenfranchise the voters, she'll be back",2025-01-18T15:01:11.671Z
at://did:plc:27utxjkmyb65ud7wnbbx34sh/app.bsky.feed.post/3lfyoko6akk2g,at://did:plc:u5oemsjhturfmyfyfunnl7wy/app.bsky.feed.post/3lfyomsncss2a,did:plc:u5oemsjhturfmyfyfunnl7wy,C’mon let’s see if you can name more than those two.,2025-01-18T06:29:17.024Z
at://did:plc:27utxjkmyb65ud7wnbbx34sh/app.bsky.feed.post/3lfyoko6akk2g,at://did:plc:lzuivtm4qsznawowjllb3k6i/app.bsky.feed.post/3lfyomhn3dc2q,did:plc:lzuivtm4qsznawowjllb3k6i,"Wow for someone who claims to know what ""my boy"" can do you sure seem a bit confused as to who that might be",2025-01-18T06:29:05.481Z
at://did:plc:wseth24is2z4p7qqqs5rfhe6/app.bsky.feed.post/3lfyldoyjuc2r,at://did:plc:cvpwuejz2dbl5hbys6g4v4w6/app.bsky.feed.post/3lfyljxl6ds2o,did:plc:cvpwuejz2dbl5hbys6g4v4w6,Yes but like very flag based 😂,2025-01-18T05:34:00.308Z
at://did:plc:4npqecmlv23jk6va7wvetwcb/app.bsky.feed.post/3lfy4a6p4xc2k,at://did:plc:pgxrwwni3tbto2bzxuh465ga/app.bsky.feed.post/3lfzqdsjepk2n,did:plc:pgxrwwni3tbto2bzxuh465ga,You’re right Joe Biden will save us.,2025-01-18T16:32:42.127Z
at://did:plc:23hql4qmzmdp3vsrmmylw3p2/app.bsky.feed.post/3lfy2qn37e22m,at://did:plc:rbl3obqncowd6duxkz3hymcm/app.bsky.feed.post/3lg22nbxrus2t,did:plc:rbl3obqncowd6duxkz3hymcm,And you voted for the genocide enabling party. So did I and I feel like shit about it. But at least I own it and never stopped speaking out against Biden’s bullshit admin.,2025-01-18T19:36:57.736Z
at://did:plc:23hql4qmzmdp3vsrmmylw3p2/app.bsky.feed.post/3lfy2qn37e22m,at://did:plc:hdclhikdwbka3smshdf5grhx/app.bsky.feed.post/3lfyj2f22y22t,did:plc:hdclhikdwbka3smshdf5grhx,biden never got a ceasefire until the next guy's diplomats got involved. people like you will be remembered for enabling genocide.,2025-01-18T04:49:30.072Z
at://did:plc:eivqo2tskdfn4dbrm3dv2mku/app.bsky.feed.post/3lfy2hmkurs2y,at://did:plc:ocvteyxwxhxz5fvzwsftmfp3/app.bsky.feed.post/3lfy2u7ez5s2t,did:plc:ocvteyxwxhxz5fvzwsftmfp3,Having been to Dearborn Michigan it's weird how all the kids are walking around in Mercedes and smoking weed but you can't get a beer basically anywhere.,2025-01-18T00:35:30.427Z
at://did:plc:eivqo2tskdfn4dbrm3dv2mku/app.bsky.feed.post/3lfy2hmkurs2y,at://did:plc:makfqznu45bbr7gbhwprgujz/app.bsky.feed.post/3lfy2yf5loc2u,did:plc:makfqznu45bbr7gbhwprgujz,Fat chance of that.,2025-01-18T00:37:50.694Z
at://did:plc:lybjwdckg3buhndwoduy7fva/app.bsky.feed.post/3lfxzev4wgk2o,at://did:plc:kmkftwjqzaf222hol2yr4nmw/app.bsky.feed.post/3lfy23d6llk2h,did:plc:kmkftwjqzaf222hol2yr4nmw,My meaning of sending a message to Sen Ernst is that all of us here have a job to educate Iowans that there’s only one party supporting wind farms…I don’t think we’re doing a good job on it & the Dems results in Iowa show it. If we can’t flip Iowa then at least get her to become a Romney or McCain.,2025-01-18T00:21:35.551Z
at://did:plc:mwagtmvsxuqlgte5iqk3fndm/app.bsky.feed.post/3lfxsacylms2c,at://did:plc:7fb4dcssg5lzes7grx54gjzm/app.bsky.feed.post/3lfxsqd4mmk23,did:plc:7fb4dcssg5lzes7grx54gjzm,No worries. We know the Empire doesn’t grant its satrapies permission to have people’s governments. We only get to play Evil or Evil-light - and I’m not sure #2 is still an option.,2025-01-17T22:10:10.195Z
at://did:plc:cu3jnsesvb4fdto6gpsdtxor/app.bsky.feed.post/3lfxplkjajk23,at://did:plc:hhaj2uqhgua4sxvdlg3pylef/app.bsky.feed.post/3lfxutkpdbk2y,did:plc:hhaj2uqhgua4sxvdlg3pylef,Russian useful idiot,2025-01-17T22:47:46.295Z
at://did:plc:cu3jnsesvb4fdto6gpsdtxor/app.bsky.feed.post/3lfxplkjajk23,at://did:plc:goxo24bgzol3ga7dxe6ztpkl/app.bsky.feed.post/3lfyoichj7k2t,did:plc:goxo24bgzol3ga7dxe6ztpkl,On la reverra dans 4 ans afin d’aider l’élection de Musk (et oui je connais la technicalité qu’il soit né en AdS),2025-01-18T06:26:45.838Z
at://did:plc:cu3jnsesvb4fdto6gpsdtxor/app.bsky.feed.post/3lfxplkjajk23,at://did:plc:gm2gwow37ofj4oqsfb476yvg/app.bsky.feed.post/3lfy34ilfmc2q,did:plc:gm2gwow37ofj4oqsfb476yvg,"Avec un peu de chance, c’était la dernière fois …",2025-01-18T00:40:08.509Z
at://did:plc:cu3jnsesvb4fdto6gpsdtxor/app.bsky.feed.post/3lfxplkjajk23,at://did:plc:c2sdwh3hih6uq7fahghg27nd/app.bsky.feed.post/3lfzqxfx5xs2g,did:plc:c2sdwh3hih6uq7fahghg27nd,"Elle sort uniquement au besoin.

Donc, avant les élections, mais après avoir eu ses instructions.

Comme ici...",2025-01-18T16:43:40.015Z
at://did:plc:uqn52eb2kduibhybnygbi7vh/app.bsky.feed.post/3lfxk33i33s2c,at://did:plc:yojpdk3yfwv2b6w4c7b5ohji/app.bsky.feed.post/3lfxk6rigts23,did:plc:yojpdk3yfwv2b6w4c7b5ohji,Not just for her. Some voters were surprised Biden wasn't on the ballot.,2025-01-17T19:37:11.347Z
at://did:plc:fandjvxbbjuthvhrfeg65rkx/app.bsky.feed.post/3lfxjx2ap2s2w,at://did:plc:6j64xdh2pteh6egev44eakcp/app.bsky.feed.post/3lfyabo634c2x,did:plc:6j64xdh2pteh6egev44eakcp,"oh fuck off, you vulture",2025-01-18T02:12:30.845Z
at://did:plc:fandjvxbbjuthvhrfeg65rkx/app.bsky.feed.post/3lfxjx2ap2s2w,at://did:plc:32iiepiszxewmyu7clhu6cje/app.bsky.feed.post/3lfxkf4ycq22m,did:plc:32iiepiszxewmyu7clhu6cje,This is a dreadful situation for humanity.,2025-01-17T19:40:44.729Z
at://did:plc:xhhobithwdpdzsgjeuhc4zrg/app.bsky.feed.post/3lfxdoultel2r,at://did:plc:xhhobithwdpdzsgjeuhc4zrg/app.bsky.feed.post/3lfxdouludt2r,did:plc:xhhobithwdpdzsgjeuhc4zrg,"In dysfunctional relationships, there is often the antagonist, someone who beats, who abuses, who exploits.

And then there is the quiet enabler.

The Boomers burned it down smiling.

My generation said ""Well, you know how he gets when he's angry. What can I do?""

And I resent them for it. Actively.",2025-01-17T17:40:55.279Z
at://did:plc:uwt3f4p6jf33lo2spjfmglhz/app.bsky.feed.post/3lfxdj2etuk2b,at://did:plc:uoaqpngsu44yu2cjb4laxw6b/app.bsky.feed.post/3lfxe2cdd3k2p,did:plc:uoaqpngsu44yu2cjb4laxw6b,Of course. Funny how people who are supposed to be progressively intelligent cannot see a big picture when it’s larger than the damn sky.,2025-01-17T17:47:18.782Z
at://did:plc:yobyqjt4hs5icoihvaombhhn/app.bsky.feed.post/3lfxcopkmvr2s,at://did:plc:ztvbl556rlc7gipceq25qdpb/app.bsky.feed.post/3lfxhiyee422s,did:plc:ztvbl556rlc7gipceq25qdpb,If only we all had fat stacks of rubles like Stein does to weather this storm.,2025-01-17T18:49:12.872Z
at://did:plc:yobyqjt4hs5icoihvaombhhn/app.bsky.feed.post/3lfxcopkmvr2s,at://did:plc:rymzfmy7hwkemprlzm2r24ro/app.bsky.feed.post/3lfxdotf62s27,did:plc:rymzfmy7hwkemprlzm2r24ro,Who?,2025-01-17T17:40:54.016Z
at://did:plc:yobyqjt4hs5icoihvaombhhn/app.bsky.feed.post/3lfxcopkmvr2s,at://did:plc:qkxkctdhhppe4tzduns2tk6m/app.bsky.feed.post/3lfykjuy5wc2j,did:plc:qkxkctdhhppe4tzduns2tk6m,We can’t all hibernate in Moscow until the next election when JD wins with 98% margin.,2025-01-18T05:16:03.846Z
at://did:plc:yobyqjt4hs5icoihvaombhhn/app.bsky.feed.post/3lfxcopkmvr2s,at://did:plc:qdnme5khddgg4eeaxehw4ccq/app.bsky.feed.post/3lfxcq5m3f22o,did:plc:qdnme5khddgg4eeaxehw4ccq,Oh she fckn irritates me to no end.,2025-01-17T17:23:44.541Z
at://did:plc:yobyqjt4hs5icoihvaombhhn/app.bsky.feed.post/3lfxcopkmvr2s,at://did:plc:ljq2bdn3w55znlydar2kdrwj/app.bsky.feed.post/3lfxrgujnxc2h,did:plc:ljq2bdn3w55znlydar2kdrwj,,2025-01-17T21:46:59.159Z
at://did:plc:yobyqjt4hs5icoihvaombhhn/app.bsky.feed.post/3lfxcopkmvr2s,at://did:plc:l4eaaml64nurkitf3zeros4c/app.bsky.feed.post/3lfxhczq5322b,did:plc:l4eaaml64nurkitf3zeros4c,"I really try not too. Out of site, out of mind... which is pretty easy with her.",2025-01-17T18:45:52.981Z
at://did:plc:yobyqjt4hs5icoihvaombhhn/app.bsky.feed.post/3lfxcopkmvr2s,at://did:plc:ir5ph3x3k5gpcfpqdsd3sf6g/app.bsky.feed.post/3lfxcrpzm722a,did:plc:ir5ph3x3k5gpcfpqdsd3sf6g,"Jill Stein = Election Cicada

(stolen & I don't remember who to give credit to)",2025-01-17T17:24:37.413Z
at://did:plc:yobyqjt4hs5icoihvaombhhn/app.bsky.feed.post/3lfxcopkmvr2s,at://did:plc:akb2i3f7ajqvso4m2neqns3j/app.bsky.feed.post/3lfxcqiaezs23,did:plc:akb2i3f7ajqvso4m2neqns3j,what DOES she do between periods of ratfucking dems?,2025-01-17T17:23:55.692Z
at://did:plc:tqbq6ormclmjkmwds3nkvgfm/app.bsky.feed.post/3lfxasv634225,at://did:plc:tqbq6ormclmjkmwds3nkvgfm/app.bsky.feed.post/3lfxaxh6we225,did:plc:tqbq6ormclmjkmwds3nkvgfm,*Tlaib,2025-01-17T16:52:01.992Z
at://did:plc:5jntohtk3yp3e245rsbsoauv/app.bsky.feed.post/3lfx7ldmztc2y,at://did:plc:ank7av4sf57ajijo4z3jvuec/app.bsky.feed.post/3lfxa25egg22t,did:plc:ank7av4sf57ajijo4z3jvuec,"Pretty much. The poor memory of society screwed us here. They understood the immediacy after 4y, forgot, & will now be reminded in an even worse fashion. Anyone who said last June they were better off 4 before was a fucking idiot & I noticed the anti socialism crowd sure loved their socialism then…😒",2025-01-17T16:35:38.608Z
at://did:plc:uoaqpngsu44yu2cjb4laxw6b/app.bsky.feed.post/3lfx6y2pbis2p,at://did:plc:uwt3f4p6jf33lo2spjfmglhz/app.bsky.feed.post/3lfxdj2etuk2b,did:plc:uwt3f4p6jf33lo2spjfmglhz,I read Jill Stein got only 3% but the Jill Steins people and couch Gaza defenders were all over META making folks feel hopeless.,2025-01-17T17:37:40.019Z
at://did:plc:tce7gatn5mifgwjkjfojawmc/app.bsky.feed.post/3lfx5bcrvn22e,at://did:plc:n2mk6auyfotqdcjo7gu23s4m/app.bsky.feed.post/3lfx5j6i7w22v,did:plc:n2mk6auyfotqdcjo7gu23s4m,"Take care.

Good luck.",2025-01-17T15:50:21.872Z
at://did:plc:n2mk6auyfotqdcjo7gu23s4m/app.bsky.feed.post/3lfx54knogk2v,at://did:plc:tce7gatn5mifgwjkjfojawmc/app.bsky.feed.post/3lfx5ezay3k2e,did:plc:tce7gatn5mifgwjkjfojawmc,Well who is the poster person for third parties? Do you realize that the Libertarian Party usually gets 3 times the votes the Green Party gets?,2025-01-17T15:48:02.175Z
at://did:plc:n2mk6auyfotqdcjo7gu23s4m/app.bsky.feed.post/3lfx54knogk2v,at://did:plc:n2mk6auyfotqdcjo7gu23s4m/app.bsky.feed.post/3lfx5ev7pek2v,did:plc:n2mk6auyfotqdcjo7gu23s4m,"I believe it will take nothing less than a total revolution to actually change things. Incremental change and the ratchet effect does not seem to effect long lasting progress. It's all temporary.

The GOP got off scot-free, dems had the power to hold them to account, this is on them as well.",2025-01-17T15:47:57.939Z
at://did:plc:tce7gatn5mifgwjkjfojawmc/app.bsky.feed.post/3lfx4zzft4k2e,at://did:plc:n2mk6auyfotqdcjo7gu23s4m/app.bsky.feed.post/3lfx576xmg22v,did:plc:n2mk6auyfotqdcjo7gu23s4m,"I agree with many of your points, I just see this as a losing battle the way it's going.

The Democratic party threw the election to Trump and all these gains you're touting will be for nothing.",2025-01-17T15:44:46.833Z
at://did:plc:tce7gatn5mifgwjkjfojawmc/app.bsky.feed.post/3lfx4zzft4k2e,at://did:plc:n2mk6auyfotqdcjo7gu23s4m/app.bsky.feed.post/3lfx54knogk2v,did:plc:n2mk6auyfotqdcjo7gu23s4m,"Oh, Jill Stein! The poster gal for third parties in the USA.

Remember Ralph Nader? He had some good ideas! But what happened? 

The USA is not like most of the civilized world, your politicians work for corporations, for AIPAC, for pharma, NRA, etc.",2025-01-17T15:43:18.427Z
at://did:plc:waumojp7gofom3xczceoaq2c/app.bsky.feed.post/3lfwzji5fr223,at://did:plc:ilgnawpxh57tldjnqjx57paa/app.bsky.feed.post/3lg37hnzjq22q,did:plc:ilgnawpxh57tldjnqjx57paa,So can we expect Jill Stein to be awarded the Nobel Peace Prize for saving the Gazans from chronic persecution?  That would be big.,2025-01-19T06:35:57.497Z
at://did:plc:3gy33x3wdrjau2rzu57r47us/app.bsky.feed.post/3lfwwflvye22g,at://did:plc:lzy35mvnif6fmbevsc2kxewf/app.bsky.feed.post/3lfwwjl6vev2y,did:plc:lzy35mvnif6fmbevsc2kxewf,Berniebros who voted for Trump changed the electoral college result.  Hillary won the popular vote by 3 million votes.,2025-01-17T13:45:19.004Z
at://did:plc:3gy33x3wdrjau2rzu57r47us/app.bsky.feed.post/3lfwwflvye22g,at://did:plc:ivjr2ahdztezjac3gepankvm/app.bsky.feed.post/3lfy5c2jwks2l,did:plc:ivjr2ahdztezjac3gepankvm,,2025-01-18T01:19:02.590Z
at://did:plc:t4hii6sqwdud5duuphqllntj/app.bsky.feed.post/3lfvzupjjzk2t,at://did:plc:r2vcpasldxxgpz6blhad6atj/app.bsky.feed.post/3lfwxdvg7qk22,did:plc:r2vcpasldxxgpz6blhad6atj,You know it!,2025-01-17T14:00:02.142Z
at://did:plc:fmvxkd26h23eexcaomonz6wc/app.bsky.feed.post/3lfvzcuelps23,at://did:plc:fmvxkd26h23eexcaomonz6wc/app.bsky.feed.post/3lfvzcuemp223,did:plc:fmvxkd26h23eexcaomonz6wc,"Anyways, the current American political system begs its voters not to vote for who they like but who they think would be easier to push against at this point and fuck it, you can call me selfish for choosing to save my own ass over voting for a 3rd party dude that had 0 chance of winning",2025-01-17T05:02:35.133Z
at://did:plc:lxwkxxy3nkwjqynfuxnzaehj/app.bsky.feed.post/3lfvxrkhx322f,at://did:plc:xyd23sjowvcvs2voff5ru5zl/app.bsky.feed.post/3lfw7mahuhk2r,did:plc:xyd23sjowvcvs2voff5ru5zl,Oh my anger is at MAGA.  What the wayward Democrats did is by no means as bad as choosing a candidate based on their own bigotry and selfishness.,2025-01-17T06:55:12.366Z
at://did:plc:lxwkxxy3nkwjqynfuxnzaehj/app.bsky.feed.post/3lfvxrkhx322f,at://did:plc:vf54nza3kdezxjhhoemr52yh/app.bsky.feed.post/3lfvyslzrkc2m,did:plc:vf54nza3kdezxjhhoemr52yh,"And what about all those Merrick Garland defenders?! I'm pissed at their condescending bs:""He's crossing t's & dotting i's.....It'S NoT a LAw & oRdEr ePisoDe....""
He wasn't doing shit but slow walking an insurrection case!",2025-01-17T04:53:29.622Z
at://did:plc:vu46hbdp44f6tsfrysal7kam/app.bsky.feed.post/3lfvunfrays25,at://did:plc:h3thsxktcq7iupko63f3yzg3/app.bsky.feed.post/3lfw4i7ne2i2t,did:plc:h3thsxktcq7iupko63f3yzg3,"Guess as far as she's concerned, assisting in creating a Dictatorship is an accomplishment?  At least so it seems...",2025-01-17T05:59:16.055Z
at://did:plc:fcpaw2jpyzrb7tcaqtpfalno/app.bsky.feed.post/3lfvlft7gis27,at://did:plc:fcpaw2jpyzrb7tcaqtpfalno/app.bsky.feed.post/3lfvmmcmckk27,did:plc:fcpaw2jpyzrb7tcaqtpfalno,"In VT Bernie Sanders did it, mayor of Burlington in 81, to current US Senator, but he could not have gone all the way as a 3rd party candidate to become president.",2025-01-17T01:15:13.514Z
